Codigo_Item,Descripcion_Item,Fg_Tipo,Descripcion_Tipo_Item,Fg_Estado
S708,OTROS TRAUMATISMOS SUPERFICIALES DE LA CADERA Y DEL MUSLO,CX,Diagnóstico (CIEX),1
S709,TRAUMATISMO SUPERFICIAL DE LA CADERA Y DEL MUSLO NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
S710,HERIDA DE LA CADERA,CX,Diagnóstico (CIEX),1
S711,HERIDA DEL MUSLO,CX,Diagnóstico (CIEX),1
S717,HERIDAS MULTIPLES DE LA CADERA Y DEL MUSLO,CX,Diagnóstico (CIEX),1
S718,HERIDA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CINTURA PELVICA,CX,Diagnóstico (CIEX),1
S720,FRACTURA DEL CUELLO DE FEMUR,CX,Diagnóstico (CIEX),1
S721,FRACTURA PERTROCANTERIANA,CX,Diagnóstico (CIEX),1
S722,FRACTURA SUBTROCANTERIANA,CX,Diagnóstico (CIEX),1
S723,FRACTURA DE LA DIAFISIS DEL FEMUR,CX,Diagnóstico (CIEX),1
S724,FRACTURA DE LA EPIFISIS INFERIOR DEL FEMUR,CX,Diagnóstico (CIEX),1
S727,FRACTURAS MULTIPLES DEL FEMUR,CX,Diagnóstico (CIEX),1
S728,FRACTURAS DE OTRAS PARTES DEL FEMUR,CX,Diagnóstico (CIEX),1
S729,FRACTURA DEL FEMUR PARTE NO ESPECIFICADA,CX,Diagnóstico (CIEX),1
S730,LUXACION DE LA CADERA,CX,Diagnóstico (CIEX),1
S731,ESGUINCES Y TORCEDURAS DE LA CADERA,CX,Diagnóstico (CIEX),1
S740,TRAUMATISMO DEL NERVIO CIATICO A NIVEL DE LA CADERA Y DEL MUSLO,CX,Diagnóstico (CIEX),1
S741,TRAUMATISMO DEL NERVIO FEMOROCUTANEO A NIVEL DE LA CADERA Y DEL MUSLO,CX,Diagnóstico (CIEX),1
S742,TRAUMATISMO DEL NERVIO SENSORIAL CUTANEO A NIVEL DE LA CADERA Y DEL MUSLO,CX,Diagnóstico (CIEX),1
S747,TRAUMATISMO DE NERVIOS MULTIPLES A NIVEL DE LA CADERA Y DEL MUSLO,CX,Diagnóstico (CIEX),1
S748,TRAUMATISMO DE OTROS NERVIOS A NIVEL DE LA CADERA Y DEL MUSLO,CX,Diagnóstico (CIEX),1
S749,TRAUMATISMO DE NERVIO NO ESPECIFICADO A NIVEL DE LA CADERA Y DEL MUSLO,CX,Diagnóstico (CIEX),1
S750,TRAUMATISMO DE LA ARTERIA FEMORAL,CX,Diagnóstico (CIEX),1
S751,TRAUMATISMO DE LA VENA FEMORAL A NIVEL DE LA CADERA Y DEL MUSLO,CX,Diagnóstico (CIEX),1
S752,TRAUMATISMO DE LA GRAN VENA SAFENA A NIVEL DE LA CADERA Y DEL MUSLO,CX,Diagnóstico (CIEX),1
S757,TRAUMATISMO DE MULTIPLES VASOS SANGUINEOS A NIVEL DE LA CADERA Y DEL MUSLO,CX,Diagnóstico (CIEX),1
S758,TRAUMATISMO DE OTROS VASOS SANGUINEOS A NIVEL DE LA CADERA Y DEL MUSLO,CX,Diagnóstico (CIEX),1
S759,TRAUMATISMO DE VASO SANGUINEO NO ESPECIFICADO A NIVEL DE LA CADERA Y DEL MUSLO,CX,Diagnóstico (CIEX),1
S760,TRAUMATISMO DEL TENDON Y MUSCULO DE LA CADERA,CX,Diagnóstico (CIEX),1
S761,TRAUMATISMO DEL TENDON Y MUSCULO CUADRICEPS,CX,Diagnóstico (CIEX),1
S762,TRAUMATISMO DEL TENDON Y MUSCULO ADUCTOR MAYOR DEL MUSLO,CX,Diagnóstico (CIEX),1
S763,TRAUMATISMO DE TENDON Y MUSCULO DEL GRUPO MUSCULAR POSTERIOR A NIVEL DEL MUSLO,CX,Diagnóstico (CIEX),1
S764,TRAUMATISMO DE OTROS TENDONES Y MUSCULOS Y LOS NO ESPECIFICADOS A NIVEL DEL MUSLO,CX,Diagnóstico (CIEX),1
S767,TRAUMATISMO DE MULTIPLES TENDONES Y MUSCULOS A NIVEL DE LA CADERA Y DEL MUSLO,CX,Diagnóstico (CIEX),1
S770,TRAUMATISMO POR APLASTAMIENTO DE LA CADERA,CX,Diagnóstico (CIEX),1
S771,TRAUMATISMO POR APLASTAMIENTO DEL MUSLO,CX,Diagnóstico (CIEX),1
S772,TRAUMATISMO POR APLASTAMIENTO DE LA CADERA CON EL MUSLO,CX,Diagnóstico (CIEX),1
S780,AMPUTACION TRAUMATICA DE LA ARTICULACION DE LA CADERA,CX,Diagnóstico (CIEX),1
S781,AMPUTACION TRAUMATICA EN ALGUN NIVEL ENTRE LA CADERA Y LA RODILLA,CX,Diagnóstico (CIEX),1
S789,AMPUTACION TRAUMATICA DE CADERA Y MUSLO NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
S797,TRAUMATISMOS MULTIPLES DE LA CADERA Y DEL MUSLO,CX,Diagnóstico (CIEX),1
S798,OTROS TRAUMATISMOS ESPECIFICADOS DE LA CADERA Y DEL MUSLO,CX,Diagnóstico (CIEX),1
S799,TRAUMATISMO NO ESPECIFICADO DE LA CADERA Y DEL MUSLO,CX,Diagnóstico (CIEX),1
S800,CONTUSION DE LA RODILLA,CX,Diagnóstico (CIEX),1
S801,CONTUSION DE OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA PIERNA,CX,Diagnóstico (CIEX),1
S807,TRAUMATISMOS SUPERFICIALES MULTIPLES DE LA PIERNA,CX,Diagnóstico (CIEX),1
S808,OTROS TRAUMATISMOS SUPERFICIALES DE LA PIERNA,CX,Diagnóstico (CIEX),1
S809,TRAUMATISMO SUPERFICIAL DE LA PIERNA NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
S810,HERIDA DE LA RODILLA,CX,Diagnóstico (CIEX),1
S817,HERIDAS MULTIPLES DE LA PIERNA,CX,Diagnóstico (CIEX),1
S818,HERIDA DE OTRAS PARTES DE LA PIERNA,CX,Diagnóstico (CIEX),1
S819,HERIDA DE LA PIERNA PARTE NO ESPECIFICADA,CX,Diagnóstico (CIEX),1
S820,FRACTURA DE LA ROTULA,CX,Diagnóstico (CIEX),1
S821,FRACTURA DE LA EPIFISIS SUPERIOR DE LA TIBIA,CX,Diagnóstico (CIEX),1
S822,FRACTURA DE LA DIAFISIS DE LA TIBIA,CX,Diagnóstico (CIEX),1
S823,FRACTURA DE LA EPIFISIS INFERIOR DE LA TIBIA,CX,Diagnóstico (CIEX),1
S824,FRACTURA DEL PERONE SOLAMENTE,CX,Diagnóstico (CIEX),1
S825,FRACTURA DEL MALEOLO INTERNO,CX,Diagnóstico (CIEX),1
S826,FRACTURA DEL MALEOLO EXTERNO,CX,Diagnóstico (CIEX),1
S827,FRACTURAS MULTIPLES DE LA PIERNA,CX,Diagnóstico (CIEX),1
S828,FRACTURA DE OTRAS PARTES DE LA PIERNA,CX,Diagnóstico (CIEX),1
S829,FRACTURA DE LA PIERNA PARTE NO ESPECIFICADA,CX,Diagnóstico (CIEX),1
S830,LUXACION DE LA ROTULA,CX,Diagnóstico (CIEX),1
S831,LUXACION DE LA RODILLA,CX,Diagnóstico (CIEX),1
S832,DESGARRO DE MENISCOS PRESENTE,CX,Diagnóstico (CIEX),1
S833,DESGARRO DEL CARTILAGO ARTICULAR DE LA RODILLA PRESENTE,CX,Diagnóstico (CIEX),1
S834,ESGUINCES Y TORCEDURAS QUE COMPROMETEN LOS LIGAMENTOS LATERALES (EXTERNO) (INTERNO) DE L,CX,Diagnóstico (CIEX),1
S835,ESGUINCES Y TORCEDURAS QUE COMPROMETEN EL LIGAMENTO CRUZADO (ANTERIOR) (POSTERIOR) DE LA,CX,Diagnóstico (CIEX),1
S836,ESGUINCES Y TORCEDURAS DE OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA RODILLA,CX,Diagnóstico (CIEX),1
S837,TRAUMATISMO DE ESTRUCTURAS MULTIPLES DE LA RODILLA,CX,Diagnóstico (CIEX),1
S840,TRAUMATISMO DEL NERVIO TIBIAL A NIVEL DE LA PIERNA,CX,Diagnóstico (CIEX),1
S841,TRAUMATISMO DEL NERVIO PERONEO A NIVEL DE LA PIERNA,CX,Diagnóstico (CIEX),1
S842,TRAUMATISMO DEL NERVIO SENSORIAL CUTANEO A NIVEL DE LA PIERNA,CX,Diagnóstico (CIEX),1
S847,TRAUMATISMO DE NERVIOS MULTIPLES A NIVEL DE LA PIERNA,CX,Diagnóstico (CIEX),1
S848,TRAUMATISMO DE OTROS NERVIOS A NIVEL DE LA PIERNA,CX,Diagnóstico (CIEX),1
S849,TRAUMATISMO DE NERVIO NO ESPECIFICADO A NIVEL DE LA PIERNA,CX,Diagnóstico (CIEX),1
S850,TRAUMATISMO DE LA ARTERIA POPLITEA,CX,Diagnóstico (CIEX),1
S851,TRAUMATISMO DE LA ARTERIA TIBIAL (ANTERIOR) (POSTERIOR),CX,Diagnóstico (CIEX),1
S852,TRAUMATISMO DE LA ARTERIA PERONEA,CX,Diagnóstico (CIEX),1
S853,TRAUMATISMO DE LA GRAN VENA SAFENA A NIVEL DE LA PIERNA,CX,Diagnóstico (CIEX),1
S854,TRAUMATISMO DE LA VENA SAFENA EXTERNA A NIVEL DE LA PIERNA,CX,Diagnóstico (CIEX),1
S855,TRAUMATISMO DE LA VENA POPLITEA,CX,Diagnóstico (CIEX),1
S857,TRAUMATISMO DE VASOS SANGUINEOS MULTIPLES A NIVEL DE LA PIERNA,CX,Diagnóstico (CIEX),1
S858,TRAUMATISMO DE OTROS VASOS SANGUINEOS A NIVEL DE LA PIERNA,CX,Diagnóstico (CIEX),1
S859,TRAUMATISMO DE VASO SANGUINEO NO ESPECIFICADO A NIVEL DE LA PIERNA,CX,Diagnóstico (CIEX),1
S860,TRAUMATISMO DEL TENDON DE AQUILES,CX,Diagnóstico (CIEX),1
S861,TRAUMATISMO DE OTRO (S) TENDON (S) Y MUSCULO (S) DEL GRUPO MUSCULAR POSTERIOR A NIVEL DE L,CX,Diagnóstico (CIEX),1
S862,TRAUMATISMO DE TENDON(ES) Y MUSCULO (S) DEL GRUPO MUSCULAR ANTERIOR A NIVEL DE LA PIERNA,CX,Diagnóstico (CIEX),1
S863,TRAUMATISMO DE TENDON(ES) Y MUSCULO (S) DEL GRUPO MUSCULAR PERONEO A NIVEL DE LA PIERNA,CX,Diagnóstico (CIEX),1
S867,TRAUMATISMO DE MULTIPLES TENDONES Y MUSCULOS A NIVEL DE LA PIERNA,CX,Diagnóstico (CIEX),1
S868,TRAUMATISMO DE OTROS TENDONES Y MUSCULOS A NIVEL DE LA PIERNA,CX,Diagnóstico (CIEX),1
S869,TRAUMATISMO DE TENDON Y MUSCULO NO ESPECIFICADO A NIVEL DE LA PIERNA,CX,Diagnóstico (CIEX),1
S870,TRAUMATISMO POR APLASTAMIENTO DE LA RODILLA,CX,Diagnóstico (CIEX),1
S878,TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA PIERNA,CX,Diagnóstico (CIEX),1
S880,AMPUTACION TRAUMATICA A NIVEL DE LA RODILLA,CX,Diagnóstico (CIEX),1
S881,AMPUTACION TRAUMATICA EN ALGUN NIVEL ENTRE LA RODILLA Y EL TOBILLO,CX,Diagnóstico (CIEX),1
S889,AMPUTACION TRAUMATICA DE LA PIERNA NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
S897,TRAUMATISMOS MULTIPLES DE LA PIERNA,CX,Diagnóstico (CIEX),1
S898,OTROS TRAUMATISMOS DE LA PIERNA ESPECIFICADOS,CX,Diagnóstico (CIEX),1
S899,TRAUMATISMO DE LA PIERNA NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
S900,CONTUSION DEL TOBILLO,CX,Diagnóstico (CIEX),1
S901,CONTUSION DE DEDO (S) DEL PIE SIN DANO DE LA (S) UNA (S),CX,Diagnóstico (CIEX),1
S902,CONTUSION DE DEDO (S) DEL PIE CON DANO DE LA (S) UNA (S),CX,Diagnóstico (CIEX),1
S903,CONTUSION DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL PIE,CX,Diagnóstico (CIEX),1
S907,TRAUMATISMOS SUPERFICIALES MULTIPLES DEL PIE Y DEL TOBILLO,CX,Diagnóstico (CIEX),1
S908,OTROS TRAUMATISMOS SUPERFICIALES DEL PIE Y DEL TOBILLO,CX,Diagnóstico (CIEX),1
S909,TRAUMATISMO SUPERFICIAL DEL PIE Y DEL TOBILLO NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
S910,HERIDA DEL TOBILLO,CX,Diagnóstico (CIEX),1
S911,HERIDA DE DEDO (S) DEL PIE SIN DANO DE LA (S) UNA (S),CX,Diagnóstico (CIEX),1
S912,HERIDA DE DEDO (S) DEL PIE CON DANO DE LA (S) UNA (S),CX,Diagnóstico (CIEX),1
S913,HERIDA DE OTRAS PARTES DEL PIE,CX,Diagnóstico (CIEX),1
S917,HERIDAS MULTIPLES DEL TOBILLO Y DEL PIE,CX,Diagnóstico (CIEX),1
S920,FRACTURA DEL CALCANEO,CX,Diagnóstico (CIEX),1
S921,FRACTURA DEL ASTRAGALO,CX,Diagnóstico (CIEX),1
S922,FRACTURA DE OTRO (S) HUESO (S) DEL TARSO,CX,Diagnóstico (CIEX),1
S923,FRACTURA DE HUESO DEL METATARSO,CX,Diagnóstico (CIEX),1
S924,FRACTURA DE LOS HUESOS DEL DEDO GORDO DEL PIE,CX,Diagnóstico (CIEX),1
S925,FRACTURA DE LOS HUESOS DE OTRO (S) DEDO (S) DEL PIE,CX,Diagnóstico (CIEX),1
S927,FRACTURAS MULTIPLES DEL PIE,CX,Diagnóstico (CIEX),1
S929,FRACTURA DEL PIE NO ESPECIFICADA,CX,Diagnóstico (CIEX),1
S930,LUXACION DE LA ARTICULACION DEL TOBILLO,CX,Diagnóstico (CIEX),1
S931,LUXACION DE DEDO (S) DEL PIE,CX,Diagnóstico (CIEX),1
S932,RUPTURA DE LIGAMENTOS A NIVEL DEL TOBILLO Y DEL PIE,CX,Diagnóstico (CIEX),1
S933,LUXACION DE OTROS SITIOS Y LOS NO ESPECIFICADOS DEL PIE,CX,Diagnóstico (CIEX),1
S934,ESGUINCES Y TORCEDURAS DEL TOBILLO,CX,Diagnóstico (CIEX),1
S935,ESGUINCES Y TORCEDURAS DE DEDO (S) DEL PIE,CX,Diagnóstico (CIEX),1
S936,ESGUINCES Y TORCEDURAS DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS DEL PIE,CX,Diagnóstico (CIEX),1
S940,TRAUMATISMO DEL NERVIO PLANTAR EXTERNO,CX,Diagnóstico (CIEX),1
S941,TRAUMATISMO DEL NERVIO PLANTAR INTERNO,CX,Diagnóstico (CIEX),1
S942,TRAUMATISMO DEL NERVIO PERONEAL PROFUNDO A NIVEL DEL PIE Y DEL TOBILLO,CX,Diagnóstico (CIEX),1
S943,TRAUMATISMO DE NERVIO SENSORIAL CUTANEO A NIVEL DEL PIE Y DEL TOBILLO,CX,Diagnóstico (CIEX),1
S947,TRAUMATISMO DE MULTIPLES NERVIOS A NIVEL DEL PIE Y DEL TOBILLO,CX,Diagnóstico (CIEX),1
S948,TRAUMATISMO DE OTROS NERVIOS A NIVEL DEL PIE Y DEL TOBILLO,CX,Diagnóstico (CIEX),1
S949,TRAUMATISMO DE NERVIO NO ESPECIFICADO A NIVEL DEL PIE Y DEL TOBILLO,CX,Diagnóstico (CIEX),1
S950,TRAUMATISMO DE LA ARTERIA DORSAL DEL PIE,CX,Diagnóstico (CIEX),1
S951,TRAUMATISMO DE LA ARTERIA PLANTAR DEL PIE,CX,Diagnóstico (CIEX),1
S952,TRAUMATISMO DE LA VENA DORSAL DEL PIE,CX,Diagnóstico (CIEX),1
S957,TRAUMATISMO DE MULTIPLES VASOS SANGUINEOS A NIVEL DEL PIE Y DEL TOBILLO,CX,Diagnóstico (CIEX),1
S958,TRAUMATISMO DE OTROS VASOS SANGUINEOS A NIVEL DEL PIE Y DEL TOBILLO,CX,Diagnóstico (CIEX),1
S959,TRAUMATISMO DE VASO SANGUINEO NO ESPECIFICADO A NIVEL DEL PIE Y DEL TOBILLO,CX,Diagnóstico (CIEX),1
S960,TRAUMATISMO DEL TENDON Y MUSCULO DEL FLEXOR LARGO DEL DEDO A NIVEL DEL PIE Y DEL TOBILLO,CX,Diagnóstico (CIEX),1
S961,TRAUMATISMO DEL TENDON Y MUSCULO DEL EXTENSOR LARGO DEL (DE LOS) DEDO (S) A NIVEL DEL PIE,CX,Diagnóstico (CIEX),1
S962,TRAUMATISMO DE TENDONES Y MUSCULOS INTRINSECOS A NIVEL DEL PIE Y DEL TOBILLO,CX,Diagnóstico (CIEX),1
S967,TRAUMATISMO DE MULTIPLES TENDONES Y MUSCULOS A NIVEL DEL PIE Y DEL TOBILLO,CX,Diagnóstico (CIEX),1
S968,TRAUMATISMO DE OTROS TENDONES Y MUSCULOS A NIVEL DEL PIE Y DEL TOBILLO,CX,Diagnóstico (CIEX),1
S969,TRAUMATISMO DE TENDONES Y MUSCULOS NO ESPECIFICADOS A NIVEL DEL PIE Y DEL TOBILLO,CX,Diagnóstico (CIEX),1
S970,TRAUMATISMO POR APLASTAMIENTO DEL TOBILLO,CX,Diagnóstico (CIEX),1
S971,TRAUMATISMO POR APLASTAMIENTO DE DEDO (S) DEL PIE,CX,Diagnóstico (CIEX),1
S978,TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES DEL PIE Y DEL TOBILLO,CX,Diagnóstico (CIEX),1
S980,AMPUTACION TRAUMATICA DEL PIE A NIVEL DEL TOBILLO,CX,Diagnóstico (CIEX),1
S981,AMPUTACION TRAUMATICA DE UN DEDO DEL PIE,CX,Diagnóstico (CIEX),1
S982,AMPUTACION TRAUMATICA DE DOS O MAS DEDOS DEL PIE,CX,Diagnóstico (CIEX),1
S983,AMPUTACION TRAUMATICA DE OTRAS PARTES DEL PIE,CX,Diagnóstico (CIEX),1
S984,AMPUTACION DEL PIE NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
S997,TRAUMATISMOS MULTIPLES DEL PIE Y DEL TOBILLO,CX,Diagnóstico (CIEX),1
S998,OTROS TRAUMATISMOS DEL PIE Y DEL TOBILLO ESPECIFICADOS,CX,Diagnóstico (CIEX),1
S999,TRAUMATISMO DEL PIE Y DEL TOBILLO NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T000,TRAUMATISMOS SUPERFICIALES QUE AFECTAN LA CABEZA CON EL CUELLO,CX,Diagnóstico (CIEX),1
T001,TRAUMATISMOS SUPERFICIALES QUE AFECTAN EL TORAX CON EL ABDOMEN LA REGION LUMBOSACRA Y L,CX,Diagnóstico (CIEX),1
T002,TRAUMATISMOS SUPERFICIALES QUE AFECTAN MULTIPLES REGIONES DEL(OS) MIEMBRO (S) SUPERIOR(ES,CX,Diagnóstico (CIEX),1
T003,TRAUMATISMOS SUPERFICIALES QUE AFECTAN MULTIPLES REGIONES DEL (DE LOS) MIEMBRO (S) INFERI,CX,Diagnóstico (CIEX),1
T006,TRAUMATISMOS SUPERFICIALES QUE AFECTAN MULTIPLES REGIONES DEL (DE LOS) MIEMBRO (S) SUPERI,CX,Diagnóstico (CIEX),1
T008,TRAUMATISMOS SUPERFICIALES QUE AFECTAN OTRAS COMBINACIONES DE REGIONES DEL CUERPO,CX,Diagnóstico (CIEX),1
T009,TRAUMATISMOS SUPERFICIALES MULTIPLES NO ESPECIFICADOS,CX,Diagnóstico (CIEX),1
T010,HERIDAS QUE AFECTAN LA CABEZA CON EL CUELLO,CX,Diagnóstico (CIEX),1
T011,HERIDAS QUE AFECTAN EL TORAX CON EL ABDOMEN LA REGION LUMBOSACRA Y LA PELVIS,CX,Diagnóstico (CIEX),1
T012,HERIDAS QUE AFECTAN MULTIPLES REGIONES DEL (DE LOS) MIEMBRO (S) SUPERIOR(ES),CX,Diagnóstico (CIEX),1
T013,HERIDAS QUE AFECTAN MULTIPLES REGIONES DEL (DE LOS) MIEMBRO (S) INFERIOR(ES),CX,Diagnóstico (CIEX),1
T016,HERIDAS QUE AFECTAN MULTIPLES REGIONES DEL (DE LOS)  MIEMBRO (S) SUPERIOR(ES) CON MIEMBRO,CX,Diagnóstico (CIEX),1
T018,HERIDAS QUE AFECTAN OTRAS COMBINACIONES DE LAS REGIONES DEL CUERPO,CX,Diagnóstico (CIEX),1
T019,HERIDAS MULTIPLES NO ESPECIFICADAS,CX,Diagnóstico (CIEX),1
T020,FRACTURAS QUE AFECTAN LA CABEZA CON EL CUELLO,CX,Diagnóstico (CIEX),1
T021,FRACTURAS QUE AFECTAN EL TORAX CON LA REGION LUMBOSACRA Y LA PELVIS,CX,Diagnóstico (CIEX),1
T022,FRACTURAS QUE AFECTAN MULTIPLES REGIONES DE UN MIEMBRO SUPERIOR,CX,Diagnóstico (CIEX),1
T023,FRACTURAS QUE AFECTAN MULTIPLES REGIONES DE UN MIEMBRO INFERIOR,CX,Diagnóstico (CIEX),1
T024,FRACTURAS QUE AFECTAN MULTIPLES REGIONES DE AMBOS MIEMBROS SUPERIORES,CX,Diagnóstico (CIEX),1
T025,FRACTURAS QUE AFECTAN MULTIPLES REGIONES DE AMBOS MIEMBROS INFERIORES,CX,Diagnóstico (CIEX),1
T026,FRACTURAS QUE AFECTAN MULTIPLES REGIONES DE MIEMBRO (S) SUPERIOR(ES) CON MIEMBRO (S) INFER,CX,Diagnóstico (CIEX),1
T027,FRACTURAS QUE AFECTAN EL TORAX CON LA REGION LUMBOSACRA Y LA PELVIS CON MIEMBRO (S),CX,Diagnóstico (CIEX),1
T028,FRACTURAS QUE AFECTAN OTRAS COMBINACIONES DE LAS REGIONES DEL CUERPO,CX,Diagnóstico (CIEX),1
T029,FRACTURAS MULTIPLES NO ESPECIFICADAS,CX,Diagnóstico (CIEX),1
T030,LUXACIONES TORCEDURAS Y ESGUINCES QUE AFECTAN LA CABEZA CON EL CUELLO,CX,Diagnóstico (CIEX),1
T031,LUXACIONES TORCEDURAS Y ESGUINCES QUE AFECTAN EL TORAX CON LA REGION LUMBOSACRA Y LA PE,CX,Diagnóstico (CIEX),1
T032,LUXACIONES TORCEDURAS Y ESGUINCES QUE AFECTAN MULTIPLES REGIONES DEL (DE LOS) MIEMBROS(,CX,Diagnóstico (CIEX),1
T033,LUXACIONES TORCEDURAS Y ESGUINCES QUE AFECTAN MULTIPLES REGIONES DEL (DE LOS) MIEMBROS(,CX,Diagnóstico (CIEX),1
T034,LUXACIONES TORCEDURAS Y ESGUINCES QUE AFECTAN MULTIPLES REGIONES DEL (DE LOS) MIEMBRO(S,CX,Diagnóstico (CIEX),1
T038,LUXACIONES TORCEDURAS Y ESGUINCES QUE AFECTAN OTRAS COMBINACIONES DE REGIONES DEL CUERP,CX,Diagnóstico (CIEX),1
T039,LUXACIONES TORCEDURAS Y ESGUINCES MULTIPLES NO ESPECIFICADOS,CX,Diagnóstico (CIEX),1
T040,TRAUMATISMOS POR APLASTAMIENTO QUE AFECTAN LA CABEZA CON EL CUELLO,CX,Diagnóstico (CIEX),1
T041,TRAUMATISMOS POR APLASTAMIENTO QUE AFECTAN EL TORAX CON EL ABDOMEN LA REGION LUMBOSACRA,CX,Diagnóstico (CIEX),1
T042,TRAUMATISMOS POR APLASTAMIENTO QUE AFECTAN MULTIPLES REGIONES DEL (DE LOS) MIEMBRO (S) SU,CX,Diagnóstico (CIEX),1
T043,TRAUMATISMOS POR APLASTAMIENTO QUE AFECTAN MULTIPLES REGIONES DEL (DE LOS) MIEMBRO (S) IN,CX,Diagnóstico (CIEX),1
T044,TRAUMATISMOS POR APLASTAMIENTO QUE AFECTAN MULTIPLES REGIONES DEL (DE LOS) MIEMBRO (S) SU,CX,Diagnóstico (CIEX),1
T047,TRAUMATISMOS POR APLASTAMIENTO DEL TORAX DEL ABDOMEN DE LA REGION LUMBOSACRA Y DE LA P,CX,Diagnóstico (CIEX),1
T048,TRAUMATISMOS POR APLASTAMIENTO QUE AFECTAN OTRAS COMBINACIONES DE REGIONES DEL CUERPO,CX,Diagnóstico (CIEX),1
T049,TRAUMATISMOS POR APLASTAMIENTO MULTIPLE NO ESPECIFICADOS,CX,Diagnóstico (CIEX),1
T050,AMPUTACION TRAUMATICA DE AMBAS MANOS,CX,Diagnóstico (CIEX),1
T051,AMPUTACION TRAUMATICA DE UNA MANO Y EL OTRO BRAZO [CUALQUIER NIVEL EXCEPTO MANO],CX,Diagnóstico (CIEX),1
T052,AMPUTACION TRAUMATICA DE AMBOS BRAZOS [CUALQUIER NIVEL],CX,Diagnóstico (CIEX),1
T053,AMPUTACION TRAUMATICA DE AMBOS PIES,CX,Diagnóstico (CIEX),1
T054,AMPUTACION TRAUMATICA DE UN PIE Y LA OTRA PIERNA [CUALQUIER NIVEL EXCEPTO PIE],CX,Diagnóstico (CIEX),1
T055,AMPUTACION TRAUMATICA DE AMBAS PIERNAS [CUALQUIER NIVEL],CX,Diagnóstico (CIEX),1
T056,AMPUTACION TRAUMATICA DE MIEMBROS SUPERIOR(ES) E INFERIOR(ES) CUALQUIER COMBINACION [CU,CX,Diagnóstico (CIEX),1
T058,AMPUTACION TRAUMATICA QUE AFECTA OTRAS COMBINACIONES DE REGIONES DEL CUERPO,CX,Diagnóstico (CIEX),1
T059,AMPUTACIONES TRAUMATICAS MULTIPLES NO ESPECIFICADAS,CX,Diagnóstico (CIEX),1
T060,TRAUMATISMOS DEL ENCEFALO Y DE NERVIOS CRANEALES CON TRAUMATISMO DE NERVIOS Y MEDULA ESP,CX,Diagnóstico (CIEX),1
T061,TRAUMATISMOS DE NERVIOS Y MEDULA ESPINAL QUE AFECTAN OTRAS MULTIPLES REGIONES DEL CUERPO,CX,Diagnóstico (CIEX),1
T062,TRAUMATISMOS DE NERVIOS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO,CX,Diagnóstico (CIEX),1
T063,TRAUMATISMOS DE VASOS SANGUINEOS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO,CX,Diagnóstico (CIEX),1
T064,TRAUMATISMOS DE TENDONES Y MUSCULOS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO,CX,Diagnóstico (CIEX),1
T065,TRAUMATISMOS DE ORGANOS INTRATORACICOS CON ORGANOS INTRAABDOMINALES Y PELVICOS,CX,Diagnóstico (CIEX),1
T068,OTROS TRAUMATISMOS ESPECIFICADOS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO,CX,Diagnóstico (CIEX),1
T07X,TRAUMATISMOS MULTIPLES NO ESPECIFICADOS,CX,Diagnóstico (CIEX),1
T08X,FRACTURA DE LA COLUMNA VERTEBRAL NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T090,TRAUMATISMO SUPERFICIAL DEL TRONCO NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T091,HERIDA DEL TRONCO NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T092,LUXACION ESGUINCE O TORCEDURA DE ARTICULACION Y LIGAMENTOS DEL TRONCO NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T093,TRAUMATISMO DE LA MEDULA ESPINAL NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T094,TRAUMATISMO DE NERVIOS RAIZ DE NERVIO ESPINAL Y PLEXOS DEL TRONCO NO ESPECIFICADOS,CX,Diagnóstico (CIEX),1
T095,TRAUMATISMO DE TENDONES Y MUSCULOS DEL TRONCO NO ESPECIFICADOS,CX,Diagnóstico (CIEX),1
T096,AMPUTACION TRAUMATICA DEL TRONCO NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
